strategy,scenario,day,time_min,time_h,time_of_day_h,timestamp,soc_before_percent,soc_after_percent,battery_protection_before,battery_protection_after,shortwave_radiation_wm2,cloud_cover_percent,precipitation_probability_percent,weather_index,local_irradiance_wm2,pv_raw_power_w,pv_delivered_power_w,demand_index,demand_requested_outputs,p_net_predecision_w,raw_mode,centroid,requested_mode,applied_mode,active_outputs,final_station_load_w,battery_requested_power_w,battery_external_discharge_wh_step,ev_useful_wh_step,pv_curtailed_wh_step,blocked_reasons,stabilization_reason
fis,persistent-low-generation,1,265,4.416666666666667,4.416666666666667,2026-01-01T04:25:00Z,79.35428849902536,79.34210526315792,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,0.9999999999999998,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
fis,persistent-low-generation,1,270,4.5,4.5,2026-01-01T04:30:00Z,79.34210526315792,79.32992202729046,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,1.0000000000000002,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
fis,persistent-low-generation,1,275,4.583333333333333,4.583333333333333,2026-01-01T04:35:00Z,79.32992202729046,79.31773879142304,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,0.9999999999999998,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
fis,persistent-low-generation,1,280,4.666666666666667,4.666666666666667,2026-01-01T04:40:00Z,79.31773879142304,79.30555555555559,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,0.9999999999999998,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
fis,persistent-low-generation,1,285,4.75,4.75,2026-01-01T04:45:00Z,79.30555555555559,79.29337231968815,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,1.0000000000000004,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
fis,persistent-low-generation,1,290,4.833333333333333,4.833333333333333,2026-01-01T04:50:00Z,79.29337231968815,79.28118908382069,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,1.0000000000000002,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
fis,persistent-low-generation,1,295,4.916666666666667,4.916666666666667,2026-01-01T04:55:00Z,79.28118908382069,79.26900584795325,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,0.9999999999999998,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
fis,persistent-low-generation,1,300,5.0,5.0,2026-01-01T05:00:00Z,79.26900584795325,79.2568226120858,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,0.9999999999999996,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
fis,persistent-low-generation,1,305,5.083333333333333,5.083333333333333,2026-01-01T05:05:00Z,79.2568226120858,79.24463937621836,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,1.0,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
fis,persistent-low-generation,1,310,5.166666666666667,5.166666666666667,2026-01-01T05:10:00Z,79.24463937621836,79.2324561403509,NORMAL,NORMAL,0.0,85.0,70.0,0.16787878787878788,0.0,0.0,0.0,0.2,0,-5.0,M1,0.9999999999999998,M1,M1,0,5.0,-5.0,0.41666666666666663,0.0,0.0,,requested_mode_matches_applied_mode
