soc_percent,p_net_w,irradiance_wm2,weather_index,demand_index,centroid,fis_mode
1.0,280.0,850.0,0.85,0.85,0.3147,M0
1.0,285.0,850.0,0.85,0.85,0.3147,M0
1.0,290.0,850.0,0.85,0.85,0.3147,M0
1.0,295.0,850.0,0.85,0.85,0.3147,M0
1.0,300.0,850.0,0.85,0.85,0.3147,M0
2.0,-350.0,850.0,0.85,0.85,0.6921,M1
2.0,-345.0,850.0,0.85,0.85,0.6921,M1
2.0,-340.0,850.0,0.85,0.85,0.6921,M1
2.0,-335.0,850.0,0.85,0.85,0.6921,M1
2.0,-330.0,850.0,0.85,0.85,0.6921,M1
2.0,-325.0,850.0,0.85,0.85,0.6921,M1
2.0,-320.0,850.0,0.85,0.85,0.6921,M1
2.0,-315.0,850.0,0.85,0.85,0.6921,M1
2.0,-310.0,850.0,0.85,0.85,0.6921,M1
2.0,-305.0,850.0,0.85,0.85,0.6921,M1
2.0,-300.0,850.0,0.85,0.85,0.6921,M1
2.0,-295.0,850.0,0.85,0.85,0.6921,M1
2.0,-290.0,850.0,0.85,0.85,0.6921,M1
2.0,-285.0,850.0,0.85,0.85,0.6921,M1
2.0,-280.0,850.0,0.85,0.85,0.6921,M1
2.0,-275.0,850.0,0.85,0.85,0.6921,M1
2.0,-270.0,850.0,0.85,0.85,0.6921,M1
2.0,-265.0,850.0,0.85,0.85,0.6921,M1
2.0,-260.0,850.0,0.85,0.85,0.6921,M1
2.0,-255.0,850.0,0.85,0.85,0.6921,M1
2.0,-250.0,850.0,0.85,0.85,0.6921,M1
2.0,-245.0,850.0,0.85,0.85,0.6921,M1
2.0,-240.0,850.0,0.85,0.85,0.6921,M1
2.0,-235.0,850.0,0.85,0.85,0.6921,M1
2.0,-230.0,850.0,0.85,0.85,0.6921,M1
2.0,-225.0,850.0,0.85,0.85,0.6921,M1
2.0,-220.0,850.0,0.85,0.85,0.6921,M1
2.0,-215.0,850.0,0.85,0.85,0.6917,M1
2.0,-210.0,850.0,0.85,0.85,0.6903,M1
2.0,-205.0,850.0,0.85,0.85,0.688,M1
2.0,-200.0,850.0,0.85,0.85,0.6846,M1
2.0,-195.0,850.0,0.85,0.85,0.6803,M1
2.0,-190.0,850.0,0.85,0.85,0.6748,M1
2.0,-185.0,850.0,0.85,0.85,0.668,M1
2.0,-180.0,850.0,0.85,0.85,0.6598,M1
2.0,-175.0,850.0,0.85,0.85,0.6501,M1
2.0,-170.0,850.0,0.85,0.85,0.6385,M1
2.0,-165.0,850.0,0.85,0.85,0.6247,M1
2.0,-160.0,850.0,0.85,0.85,0.6085,M1
2.0,-155.0,850.0,0.85,0.85,0.5892,M1
2.0,-150.0,850.0,0.85,0.85,0.5666,M1
2.0,-145.0,850.0,0.85,0.85,0.54,M1
2.0,-140.0,850.0,0.85,0.85,0.5087,M1
2.0,-135.0,850.0,0.85,0.85,0.4717,M0
2.0,-130.0,850.0,0.85,0.85,0.4281,M0
2.0,-125.0,850.0,0.85,0.85,0.3764,M0
2.0,-120.0,850.0,0.85,0.85,0.3147,M0
2.0,-115.0,850.0,0.85,0.85,0.3147,M0
2.0,-110.0,850.0,0.85,0.85,0.3147,M0
2.0,-105.0,850.0,0.85,0.85,0.3147,M0
2.0,-100.0,850.0,0.85,0.85,0.3147,M0
2.0,-95.0,850.0,0.85,0.85,0.3147,M0
2.0,-90.0,850.0,0.85,0.85,0.3147,M0
2.0,-85.0,850.0,0.85,0.85,0.3147,M0
2.0,-80.0,850.0,0.85,0.85,0.3147,M0
2.0,-75.0,850.0,0.85,0.85,0.3147,M0
2.0,-70.0,850.0,0.85,0.85,0.3147,M0
2.0,-65.0,850.0,0.85,0.85,0.3147,M0
2.0,-60.0,850.0,0.85,0.85,0.3147,M0
2.0,-55.0,850.0,0.85,0.85,0.3147,M0
2.0,-50.0,850.0,0.85,0.85,0.3147,M0
2.0,-45.0,850.0,0.85,0.85,0.3147,M0
2.0,-40.0,850.0,0.85,0.85,0.3147,M0
2.0,-35.0,850.0,0.85,0.85,0.3147,M0
2.0,-30.0,850.0,0.85,0.85,0.3147,M0
2.0,-25.0,850.0,0.85,0.85,0.3147,M0
2.0,-20.0,850.0,0.85,0.85,0.3147,M0
2.0,-15.0,850.0,0.85,0.85,0.3147,M0
2.0,-10.0,850.0,0.85,0.85,0.3147,M0
2.0,-5.0,850.0,0.85,0.85,0.3147,M0
2.0,0.0,850.0,0.85,0.85,0.3147,M0
2.0,5.0,850.0,0.85,0.85,0.3147,M0
2.0,10.0,850.0,0.85,0.85,0.3147,M0
2.0,15.0,850.0,0.85,0.85,0.3147,M0
2.0,20.0,850.0,0.85,0.85,0.3147,M0
2.0,25.0,850.0,0.85,0.85,0.3147,M0
2.0,30.0,850.0,0.85,0.85,0.3147,M0
2.0,35.0,850.0,0.85,0.85,0.3147,M0
2.0,40.0,850.0,0.85,0.85,0.3147,M0
2.0,45.0,850.0,0.85,0.85,0.3147,M0
2.0,50.0,850.0,0.85,0.85,0.3147,M0
2.0,55.0,850.0,0.85,0.85,0.3147,M0
2.0,60.0,850.0,0.85,0.85,0.3147,M0
2.0,65.0,850.0,0.85,0.85,0.3147,M0
2.0,70.0,850.0,0.85,0.85,0.3147,M0
2.0,75.0,850.0,0.85,0.85,0.3147,M0
2.0,80.0,850.0,0.85,0.85,0.3147,M0
2.0,85.0,850.0,0.85,0.85,0.3147,M0
2.0,90.0,850.0,0.85,0.85,0.3147,M0
2.0,95.0,850.0,0.85,0.85,0.3147,M0
2.0,100.0,850.0,0.85,0.85,0.3147,M0
2.0,105.0,850.0,0.85,0.85,0.3147,M0
2.0,110.0,850.0,0.85,0.85,0.3147,M0
2.0,115.0,850.0,0.85,0.85,0.3147,M0
2.0,120.0,850.0,0.85,0.85,0.3147,M0
2.0,125.0,850.0,0.85,0.85,0.3147,M0
2.0,130.0,850.0,0.85,0.85,0.3147,M0
2.0,135.0,850.0,0.85,0.85,0.3147,M0
2.0,140.0,850.0,0.85,0.85,0.3147,M0
2.0,145.0,850.0,0.85,0.85,0.3147,M0
2.0,150.0,850.0,0.85,0.85,0.3147,M0
2.0,155.0,850.0,0.85,0.85,0.3147,M0
2.0,160.0,850.0,0.85,0.85,0.3147,M0
2.0,165.0,850.0,0.85,0.85,0.3147,M0
2.0,170.0,850.0,0.85,0.85,0.3147,M0
2.0,175.0,850.0,0.85,0.85,0.3147,M0
2.0,180.0,850.0,0.85,0.85,0.3147,M0
2.0,185.0,850.0,0.85,0.85,0.3147,M0
2.0,190.0,850.0,0.85,0.85,0.3147,M0
2.0,195.0,850.0,0.85,0.85,0.3147,M0
2.0,200.0,850.0,0.85,0.85,0.3147,M0
2.0,205.0,850.0,0.85,0.85,0.3147,M0
2.0,210.0,850.0,0.85,0.85,0.3147,M0
2.0,215.0,850.0,0.85,0.85,0.3147,M0
2.0,220.0,850.0,0.85,0.85,0.3147,M0
2.0,225.0,850.0,0.85,0.85,0.3147,M0
2.0,230.0,850.0,0.85,0.85,0.3147,M0
2.0,235.0,850.0,0.85,0.85,0.3147,M0
2.0,240.0,850.0,0.85,0.85,0.3147,M0
2.0,245.0,850.0,0.85,0.85,0.3147,M0
2.0,250.0,850.0,0.85,0.85,0.3147,M0
2.0,255.0,850.0,0.85,0.85,0.3147,M0
2.0,260.0,850.0,0.85,0.85,0.3147,M0
2.0,265.0,850.0,0.85,0.85,0.3147,M0
2.0,270.0,850.0,0.85,0.85,0.3147,M0
2.0,275.0,850.0,0.85,0.85,0.3147,M0
2.0,280.0,850.0,0.85,0.85,0.3147,M0
2.0,285.0,850.0,0.85,0.85,0.3147,M0
2.0,290.0,850.0,0.85,0.85,0.3147,M0
2.0,295.0,850.0,0.85,0.85,0.3147,M0
2.0,300.0,850.0,0.85,0.85,0.3147,M0
3.0,-350.0,850.0,0.85,0.85,0.6921,M1
3.0,-345.0,850.0,0.85,0.85,0.6921,M1
3.0,-340.0,850.0,0.85,0.85,0.6921,M1
3.0,-335.0,850.0,0.85,0.85,0.6921,M1
3.0,-330.0,850.0,0.85,0.85,0.6921,M1
3.0,-325.0,850.0,0.85,0.85,0.6921,M1
3.0,-320.0,850.0,0.85,0.85,0.6921,M1
3.0,-315.0,850.0,0.85,0.85,0.6921,M1
3.0,-310.0,850.0,0.85,0.85,0.6921,M1
3.0,-305.0,850.0,0.85,0.85,0.6921,M1
3.0,-300.0,850.0,0.85,0.85,0.6921,M1
3.0,-295.0,850.0,0.85,0.85,0.6921,M1
3.0,-290.0,850.0,0.85,0.85,0.6921,M1
3.0,-285.0,850.0,0.85,0.85,0.6921,M1
3.0,-280.0,850.0,0.85,0.85,0.6921,M1
3.0,-275.0,850.0,0.85,0.85,0.6921,M1
3.0,-270.0,850.0,0.85,0.85,0.6921,M1
3.0,-265.0,850.0,0.85,0.85,0.6921,M1
3.0,-260.0,850.0,0.85,0.85,0.6921,M1
3.0,-255.0,850.0,0.85,0.85,0.6921,M1
3.0,-250.0,850.0,0.85,0.85,0.6921,M1
3.0,-245.0,850.0,0.85,0.85,0.6921,M1
3.0,-240.0,850.0,0.85,0.85,0.6921,M1
3.0,-235.0,850.0,0.85,0.85,0.6921,M1
3.0,-230.0,850.0,0.85,0.85,0.6921,M1
3.0,-225.0,850.0,0.85,0.85,0.6921,M1
3.0,-220.0,850.0,0.85,0.85,0.6921,M1
3.0,-215.0,850.0,0.85,0.85,0.6917,M1
3.0,-210.0,850.0,0.85,0.85,0.6903,M1
3.0,-205.0,850.0,0.85,0.85,0.688,M1
3.0,-200.0,850.0,0.85,0.85,0.6846,M1
3.0,-195.0,850.0,0.85,0.85,0.6803,M1
3.0,-190.0,850.0,0.85,0.85,0.6748,M1
3.0,-185.0,850.0,0.85,0.85,0.668,M1
3.0,-180.0,850.0,0.85,0.85,0.6598,M1
3.0,-175.0,850.0,0.85,0.85,0.6501,M1
3.0,-170.0,850.0,0.85,0.85,0.6385,M1
3.0,-165.0,850.0,0.85,0.85,0.6247,M1
3.0,-160.0,850.0,0.85,0.85,0.6085,M1
3.0,-155.0,850.0,0.85,0.85,0.5892,M1
3.0,-150.0,850.0,0.85,0.85,0.5666,M1
3.0,-145.0,850.0,0.85,0.85,0.54,M1
3.0,-140.0,850.0,0.85,0.85,0.5087,M1
3.0,-135.0,850.0,0.85,0.85,0.4717,M0
3.0,-130.0,850.0,0.85,0.85,0.4281,M0
3.0,-125.0,850.0,0.85,0.85,0.3764,M0
