strategy,day,soc_start_percent,soc_min_percent,soc_end_percent,e_pv_wh,e_ev_useful_wh,e_ev_during_battery_discharge_wh,requested_output_service_percent
fis,1,30.0,29.105206263141035,68.3367185949081,1971.773693601661,260.33333333333314,106.50000000000001,7.482993197278924
threshold,1,30.0,29.105206263141035,38.54407100730648,1971.773693601661,1319.4166666666667,71.0,37.925170068027214
